Proof,Uncompressed.length,Uncompressed.coreSize,Uncompressed.height,Uncompressed.space,Uncompressed.time,Uncompressed.transLength,PCNewNew.length,PCNewNew.coreSize,PCNewNew.height,PCNewNew.space,PCNewNew.time,PCNewNew.transLength,FCNewNew.length,FCNewNew.coreSize,FCNewNew.height,FCNewNew.space,FCNewNew.time,FCNewNew.transLength,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1097,68797,1331,1850,1421,14833,69235,65579,1428,1811,1650,128141,66061,65423,1431,1809,1649,160182,65881,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl061,868,183,118,80,200,944,873,187,120,81,256,945,879,190,121,82,286,943,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl534,25237,1572,1425,1194,5603,25997,24224,1635,1419,1218,51279,24958,24141,1651,1403,1217,72238,24843,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl125,15859,1645,1196,1086,2778,16617,15481,1743,1186,1072,33701,16209,15437,1763,1175,1071,31360,16097,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn1233,49268,1720,1297,1288,11152,51690,48283,2111,1296,1343,125787,50681,48185,2188,1291,1344,156901,50463,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl621,566524,5480,6633,4753,361674,573130,540079,6925,6593,6460,2791176,546837,539867,6983,6593,6459,3699017,546363,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn088,440411,3106,7235,3194,207794,443259,414032,3813,7221,4464,1432275,417052,413289,3818,7219,4466,1790449,416053,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl306,313304,4586,4612,3573,95859,322722,299139,6693,4558,4285,1479467,308413,298957,6969,4547,4281,2095373,307909,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn447,55565,1642,1394,1512,8620,57245,53445,1948,1392,1666,125951,55003,53374,1954,1391,1666,158840,54836,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl777,2933,619,450,273,965,3113,2919,642,455,267,3226,3075,2897,645,445,263,3667,3049,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1281,22478,1346,1322,965,4577,23430,21905,1392,1327,992,34743,22861,21859,1405,1322,991,42465,22767,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1055,5750,665,823,512,1357,6206,5660,690,825,496,7685,6106,5609,704,817,499,8912,6005,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl650,28230,1737,1055,1512,8436,28402,23639,1708,1059,1417,44392,23777,23639,1707,1059,1417,55014,23775,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl420,131108,2163,2388,2331,48880,132282,122703,2329,2372,2663,302436,123919,122306,2373,2365,2659,364794,123314,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl017,2605,545,402,365,2722,2769,2590,557,407,360,4622,2750,2579,559,405,353,4875,2711,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl425,8355,981,760,729,2250,8723,8213,1005,765,737,10985,8559,8192,1011,761,737,13072,8510,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl332,475176,4242,8704,4043,213539,481274,449312,5464,8631,5211,1793568,455376,448873,5584,8631,5214,2323545,454453,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl325,237932,3823,4261,3060,71026,244684,225946,5108,4249,3552,912974,232478,226109,5343,4236,3556,1199857,232355,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1148,4325,794,766,465,976,4525,4278,799,770,469,2971,4472,4184,800,735,465,3030,4346,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl419,5238,588,344,410,594,6116,5360,880,346,389,3584,6078,5267,833,346,385,4816,5975,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn384,5993,821,569,479,859,6429,5923,835,574,481,6027,6351,5919,838,574,481,7505,6335,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl430,6832,834,726,566,782,7640,6739,902,731,551,8522,7525,6568,903,729,537,10706,7276,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn321,191503,2799,3178,2678,75189,193965,178806,3367,3144,3230,630807,181254,178452,3386,3143,3228,808643,180726,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn079,10240,1059,941,782,3125,10472,9890,1065,946,771,12704,10114,9874,1069,946,771,14693,10082,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl978,9795,1097,1404,783,2228,10477,9574,1186,1405,758,15843,10236,9556,1196,1365,756,20137,10184,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn849,4750,787,207,388,478,4760,4541,786,212,397,1724,4551,4541,786,212,397,2074,4551,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl793,43525,1919,946,1699,11639,44785,41605,2051,945,1727,85378,42879,41499,2072,944,1721,103350,42677,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl036,1129,245,203,148,209,1223,1129,249,206,148,512,1223,1129,249,206,148,596,1223,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1154,49076,1603,1186,1309,12612,50202,47334,1790,1191,1382,116311,48458,47168,1794,1191,1382,149995,48242,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl992,48415,1919,1244,1599,14540,50043,47193,2213,1242,1669,153497,48807,47179,2232,1242,1667,209119,48739,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn701,7863,1083,949,608,2104,8411,7793,1144,954,605,10399,8295,7768,1144,943,602,12165,8260,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn577,10167,1062,1000,734,2807,10403,9992,1087,1005,732,14297,10226,9995,1088,1005,732,18564,10215,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl107,17723,1330,1545,1023,6051,18087,17340,1351,1530,1028,29225,17700,17251,1357,1527,1024,33264,17579,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl954,4259,785,549,438,1064,4507,4227,810,554,438,4304,4475,4199,814,551,437,5094,4423,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl777,88754,2146,2308,1921,33928,89968,84745,2469,2308,2148,228689,85873,84685,2480,2304,2149,287846,85747,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1001,4782,676,555,490,936,5084,4750,722,555,485,4394,5056,4750,722,553,484,5342,5046,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1068,21103,1216,1287,935,3954,22519,20495,1403,1290,914,44938,21887,20207,1425,1289,906,55601,21505,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl111,363334,3277,6548,3182,141177,366822,343031,4120,6493,4100,1181375,346557,342907,4195,6493,4101,1535830,346229,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1247,3581,632,463,351,648,3893,3573,656,466,350,3504,3873,3585,661,468,348,4288,3877,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn834,103201,2281,2729,1899,25450,104807,96418,2868,2720,2196,352171,98064,96157,2873,2717,2196,512930,97675,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl097,5471,904,988,576,977,5767,5412,934,993,566,4897,5686,5414,942,993,566,6053,5656,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl591,34621,1538,1206,1219,8606,35863,33619,1772,1209,1237,73920,34851,33582,1784,1208,1236,92139,34758,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1166,9060,832,741,605,1993,9434,8821,865,733,611,12332,9181,8581,865,733,611,14686,8921,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl147,619976,3947,9007,3731,290812,626488,590762,5348,8830,5468,2532320,597372,590646,5525,8828,5474,3321599,596918,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn712,181924,3340,5653,2384,81914,185582,174820,4105,5635,2776,681792,178348,174618,4136,5630,2777,879238,178020,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl690,540053,4798,7144,3777,254532,550855,515891,7327,7122,5512,2432265,526827,515333,7660,7115,5520,3265756,525669,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1188,48315,1689,1654,1305,10848,50237,46898,2085,1651,1326,120263,48822,46722,2128,1641,1322,139028,48540,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1196,10684,1056,1085,742,2556,11098,10336,1091,1085,729,12448,10740,10285,1099,1070,726,14706,10653,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl871,3019,650,465,313,838,3181,3019,672,470,315,2034,3161,3028,674,470,315,2338,3182,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl837,9015,891,689,593,1462,9791,8878,1064,692,585,16046,9628,8771,1062,691,578,20212,9459,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1254,10340,927,975,709,2140,11182,10216,1019,981,707,17591,11026,10162,1028,977,707,22255,10930,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1279,4555,706,435,396,805,4783,4450,715,440,403,3249,4670,4453,716,440,403,3976,4673,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1029,23415,1550,1233,1193,5327,24805,23035,1746,1229,1178,51996,24407,22940,1776,1227,1178,52996,24170,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl523,238803,3331,4970,2514,134945,241899,222744,4164,4930,3047,1169798,225920,222731,4206,4930,3047,1668732,225779,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl149,3340,599,436,333,2841,3530,3247,609,441,325,3852,3413,3235,609,440,322,3952,3389,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl719,3413,647,462,363,845,3769,3331,697,467,336,2980,3673,3344,702,467,337,3579,3674,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1192,110469,2351,2113,2084,32558,112565,106100,2732,2110,2343,323019,108226,105969,2785,2108,2339,421540,107975,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl439,1284,319,244,140,355,1388,1293,337,239,143,398,1375,1281,337,225,137,413,1361,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl842,134463,2675,2247,2076,35065,138597,127057,3599,2241,2376,387536,131123,126833,3635,2237,2378,491956,130789,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl979,5202,830,859,541,1169,5670,5171,868,864,529,7267,5641,5195,880,864,528,9129,5625,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1005,421304,4134,8887,3464,208884,428572,401161,5924,8619,4383,2052796,408563,400041,5976,8596,4386,2753641,407029,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl014,56360,2091,2769,1518,11687,57700,54145,2305,2740,1584,145664,55459,54058,2343,2735,1585,185390,55314,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl370,2316,526,428,319,549,2450,2281,532,433,320,2133,2413,2289,536,433,321,2632,2403,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl175,106626,2398,2433,2337,24562,107536,102736,2542,2437,2584,245862,103640,102706,2547,2437,2583,325902,103566,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn1321,27074,1421,1546,1168,10038,28138,26523,1563,1549,1176,56407,27565,26554,1601,1547,1175,66102,27534,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl261,6270,880,806,592,883,6502,6209,887,811,591,4131,6441,6179,891,811,590,5072,6395,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1127,110744,1953,2812,1727,34089,113236,107196,2325,2814,1955,296284,109686,107091,2384,2811,1950,368890,109517,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl567,81802,2314,2741,1712,28292,82654,78953,2427,2732,1850,230411,79807,78566,2447,2730,1849,296787,79338,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn478,32711,1419,1684,1145,4151,33583,31638,1476,1684,1216,62902,32512,31620,1483,1684,1216,80347,32472,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1148,40461,1494,1736,1343,11789,41007,38265,1560,1730,1389,67397,38793,38255,1571,1729,1389,79021,38739,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn1034,44058,1631,742,1425,8848,44432,41435,1698,740,1533,103855,41819,41417,1706,740,1535,144191,41761,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl696,254377,2827,4074,2681,125904,256465,242485,3325,4012,3377,891664,244533,242443,3358,4012,3380,1141723,244427,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl041,30374,1940,954,1215,4800,31752,29554,2120,959,1234,98100,30938,29398,2157,951,1233,136830,30648,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1234,119837,2369,3228,2138,35776,122883,116306,2908,3232,2397,371398,119424,116136,2986,3223,2397,468582,119224,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn1071,843632,6124,8481,5050,449960,862786,789835,11353,8394,7952,4541603,809993,786111,11518,8383,7979,6206724,804781,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl787,6782,865,698,551,1346,7426,6757,960,703,540,8088,7389,6773,970,703,540,9945,7399,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn132,423823,3761,8190,3549,205497,428251,402835,4773,8067,4686,1667690,407343,402260,4876,8064,4682,2194366,406386,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl883,6470,744,789,637,1354,6680,6395,777,763,636,7363,6609,6389,775,763,636,8941,6595,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl975,18390,1251,843,898,3377,19690,17962,1426,846,893,30118,19216,17932,1457,832,892,38146,19094,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1168,6693,855,786,546,953,7299,6503,912,785,534,7022,7097,6492,927,776,531,8589,7034,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl185,127162,2151,2735,2257,35087,127600,118717,2310,2717,2562,326556,119217,118220,2291,2714,2561,429141,118658,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1300,6413,840,663,486,1151,7157,6504,1024,668,473,9835,7230,6418,1022,557,471,12338,7072,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn755,415132,3509,4845,3121,175249,419176,398024,4521,4850,4480,1459238,402152,397505,4582,4849,4483,1854834,401319,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl377,190998,2709,4376,2785,58290,192428,177224,3017,4311,3219,550441,178648,176931,3031,4309,3219,722088,178285,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn284,8198,682,911,567,1012,8430,7901,702,916,582,7665,8129,7769,707,897,581,9181,7977,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1312,2722,448,309,286,491,3018,2695,466,313,285,1977,2987,2701,469,313,285,2421,2981,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1080,6753,930,496,590,1177,7329,6552,1001,501,565,8580,7094,6533,1011,499,561,11085,7041,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl249,12315,1094,1094,815,2425,12853,12057,1149,1095,815,16156,12603,11995,1144,1093,815,20184,12511,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl203,197259,2547,4098,2532,63533,198615,188657,2899,4095,3164,660776,190069,188317,2913,4093,3161,904084,189661,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl887,3132,535,382,328,750,3270,3098,538,387,331,3525,3236,3031,546,374,329,4557,3135,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl810,12685,1200,1192,852,3609,13429,12524,1269,1197,848,21794,13252,12484,1279,1195,847,26048,13194,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl617,4449,848,598,506,1453,4535,4401,850,602,506,4677,4485,4343,848,599,502,5170,4415,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl331,3648,768,566,363,968,3756,3626,770,571,367,2867,3732,3626,773,571,367,3174,3720,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl798,3622,630,534,348,750,3990,3613,709,539,339,4305,3951,3629,718,535,339,5680,3957,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn025,5129,739,535,458,3380,5631,5060,771,540,450,10185,5566,5057,783,536,445,11129,5539,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl321,2676,441,379,262,493,3008,2677,472,384,261,2064,3007,2679,473,384,261,2485,3005,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1150,41273,1728,2231,1483,15008,41829,39514,1807,2196,1538,91633,40024,39418,1823,2190,1537,107987,39866,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1081,12288,955,1091,711,2533,12558,12094,962,1096,723,15021,12354,12082,973,1089,723,18373,12302,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1039,11874,1128,604,812,2648,12678,11716,1180,609,819,18564,12522,11709,1188,609,819,22388,12501,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1282,3570,567,543,355,586,3872,3489,575,548,343,3562,3787,3491,576,548,343,4542,3785,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl940,9814,1109,980,822,3019,10124,9592,1118,984,827,13996,9892,9596,1120,984,827,15957,9888,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl104,153864,2522,5660,2507,51529,154666,146861,2732,5650,2878,584372,147703,146805,2746,5646,2879,860422,147593,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl821,387922,3874,6361,3427,155897,392664,370911,5061,6305,4287,1626586,375793,370757,5121,6299,4290,2141836,375389,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl706,36692,1670,1099,1309,8788,38164,35902,1906,1101,1323,76376,37342,35835,1955,1098,1323,95792,37177,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1020,17262,1276,1275,909,3983,18122,16985,1408,1275,890,29599,17823,16939,1418,1273,889,36057,17691,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl538,30607,1744,1847,1359,19845,31095,28985,1805,1845,1394,89372,29477,28848,1800,1845,1393,102681,29324,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn232,2684,499,469,339,661,2804,2682,511,472,343,1830,2792,2625,510,473,344,1967,2719,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl765,16972,1104,1314,926,3996,17568,16347,1168,1305,938,27107,16891,16152,1176,1294,932,32520,16650,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn1260,55507,1700,1991,1448,15592,56781,53498,1886,1988,1547,133081,54790,53524,1906,1990,1548,172008,54744,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1213,70330,1955,2246,1600,19168,72536,67511,2388,2231,1694,206981,69715,66989,2474,2210,1692,258568,69113,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn1259,5121,783,416,483,1145,5433,5051,815,421,475,5657,5357,5038,819,421,471,6852,5328,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn084,16979,1213,1544,1013,5242,17329,16562,1223,1549,1044,28493,16918,16343,1233,1548,1040,32366,16659,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1098,139654,2311,2462,2074,38293,142764,133926,3057,2464,2408,413271,137042,133747,3085,2463,2410,547230,136703,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl514,210259,2895,3305,2510,96388,213431,201244,3505,3304,3019,774872,204436,200969,3585,3296,3021,1009456,204039,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl124,502797,4099,11562,3597,238101,511267,483093,5900,11504,4738,2251724,491645,482391,6070,11482,4747,3015585,490433,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1282,20228,1142,1202,958,4310,21030,19793,1264,1207,977,36541,20595,19749,1267,1206,977,45206,20509,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1245,28609,1531,1390,1194,7167,29305,27857,1586,1385,1237,66089,28563,27844,1598,1385,1237,81133,28524,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1004,15114,1335,1143,928,3245,15908,14763,1436,1139,891,22246,15519,14791,1464,1090,891,27536,15499,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl905,216916,3427,4181,2872,122427,220840,204889,4443,4179,3378,862666,208791,204190,4469,4171,3379,1085139,207690,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn276,10885,843,763,675,1433,11129,10437,866,713,677,11326,10677,10347,868,713,668,14220,10571,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl904,300675,3652,4268,3306,179789,304955,287735,4611,4253,4207,1208549,292047,287451,4771,4256,4208,1515696,291437,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1028,10970,1094,963,790,3148,11504,10832,1157,968,784,20891,11358,10796,1157,967,784,24874,11294,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl468,3383,525,444,341,477,3657,3352,548,449,339,3321,3626,3354,549,449,339,4185,3624,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1266,4563,642,504,405,933,4981,4532,668,509,400,5147,4944,4532,675,509,400,6183,4916,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn570,168292,2947,3783,2619,77456,169980,160642,3328,3777,3079,716200,162410,160516,3325,3771,3080,1009849,162192,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl286,26361,1420,1686,1166,4152,27741,25816,1563,1691,1173,44866,27186,25638,1598,1667,1171,56182,26894,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1280,15768,1034,961,887,5694,16018,15310,1052,966,922,28785,15574,15317,1057,965,922,33112,15577,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl719,119932,2202,2505,1820,35400,121130,113168,2474,2500,2216,358308,114344,113101,2489,2500,2218,462680,114199,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn524,8125,948,945,637,2215,8553,8014,1002,950,636,14802,8442,7988,1005,943,636,18147,8390,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn879,19028,1135,1364,770,3372,20210,18389,1287,1357,766,35499,19547,18332,1319,1355,767,45377,19376,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl1195,101855,2251,2584,1981,33199,104361,98557,2697,2592,2198,313513,101087,98338,2719,2590,2197,393922,100708,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl653,1029435,5031,10722,4804,806366,1037205,972479,7176,10683,8579,5723307,980539,971759,7257,10683,8579,7496856,979377,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_icl798,203919,3221,3314,2330,82582,208057,187153,4585,3252,2862,906185,191533,185719,4597,3246,2857,1334709,189769,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/dead_dnd008,160257,2323,4630,2151,41312,162377,152663,2687,4629,2560,405984,154803,152480,2710,4626,2558,536968,154512,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn163,15166,1471,639,1069,5107,15254,13779,1449,558,1044,17183,13859,13779,1451,558,1044,20032,13851,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl313,1276,305,220,117,408,1348,1276,306,225,121,369,1348,1283,311,220,122,347,1331,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_brn796,23831,1378,1659,1052,5901,25077,23063,1564,1659,1036,44834,24259,23077,1580,1659,1036,56085,24241,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/gensys_brn591,466236,3244,6396,3175,196297,468472,442414,3856,6370,4968,1942931,444696,442028,3863,6370,4973,2602591,444138,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl1144,4912,620,446,456,1407,5076,4688,630,433,445,6528,4842,4691,632,433,445,7504,4839,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg5/iso_icl094,8699,1013,964,672,2064,8997,8538,1017,968,658,10582,8836,8482,1023,946,657,11407,8746,
